invoice_no,vendor_name,job_no,job_description,project_manager_name,invoice_date,transaction_date,invoice_amount,amount_paid,total_due,retainage_amount,open_for_aging,days_outstanding,aging_bucket,original_retainage_amount
02272024,Payroll4Construction,,,,2024-02-29,2024-02-29,36264.89,72529.78,-36264.89,0.0,0.0,679,90+,0.0
02282017,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2017-02-28,2017-02-28,71.58,143.16,-71.58,0.0,0.0,3236,90+,0.0
02282017,Lisa Dang,1.0,CA Overhead / Office Admin,G&A,2017-02-28,2017-02-28,17.55,70.2,-52.650000000000006,0.0,0.0,3236,90+,0.0
02282017,Pedro Becerra,1.0,CA Overhead / Office Admin,G&A,2017-02-28,2017-02-28,348.3,3134.7,-2786.3999999999996,0.0,0.0,3236,90+,0.0
02282017a,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2017-02-28,2017-02-28,-16.9,-33.8,16.9,0.0,16.9,3236,90+,0.0
02282018,Daniel Munoz Acosta,,,,2018-02-28,2018-02-28,16.9,33.8,-16.9,0.0,0.0,2871,90+,0.0
02282018,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2018-02-28,2018-02-28,46.9,93.8,-46.9,0.0,0.0,2871,90+,0.0
02282019,Daniel Munoz Acosta,,,,2019-02-28,2019-02-28,134.13,402.39,-268.26,0.0,0.0,2506,90+,0.0
02282019,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2019-02-28,2019-02-28,46.41,92.82,-46.41,0.0,0.0,2506,90+,0.0
02282019,Pedro Becerra,1.0,CA Overhead / Office Admin,G&A,2019-02-28,2019-02-28,104.64,418.56,-313.92,0.0,0.0,2506,90+,0.0
02282022,Peter Morin,,,,2022-02-28,2022-02-28,360.37,2522.5899999999997,-2162.22,0.0,0.0,1410,90+,0.0
02282023,Peter Morin,,,,2023-02-28,2023-02-28,577.05,3462.2999999999997,-2885.25,0.0,0.0,1045,90+,0.0
02282025,Dylan Steidley,,,,2025-02-28,2025-02-28,77.42,154.84,-77.42,0.0,0.0,314,90+,0.0
02282025,Peter Morin,,,,2025-02-28,2025-02-28,487.2,4384.8,-3897.6000000000004,0.0,0.0,314,90+,0.0
02282025,Peter Phan,,,,2025-02-28,2025-02-28,956.76,2870.2799999999997,-1913.5199999999998,0.0,0.0,314,90+,0.0
02292016,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2016-02-29,2016-02-29,45.92,91.84,-45.92,0.0,0.0,3601,90+,0.0
02292016,Home Depot Credit Services,1.0,CA Overhead / Office Admin,G&A,2016-02-29,2016-02-29,-3915.07,-3915.0699999999997,-4.547473508864641e-13,0.0,0.0,3601,90+,0.0
02292020,Daniel Munoz Acosta,,,,2020-02-29,2020-02-29,67.85,271.4,-203.54999999999998,0.0,0.0,2140,90+,0.0
02292020,Peter Morin,,,,2020-02-29,2020-02-29,433.55,2601.3,-2167.75,0.0,0.0,2140,90+,0.0
02292020exp,Greg Baba,,,,2020-02-29,2020-02-29,32.1,64.19999999999999,-32.09999999999999,0.0,0.0,2140,90+,0.0
02292024,Ricky Hernandez,,,,2024-02-29,2024-02-29,687.75,3438.75,-2751.0,0.0,0.0,679,90+,0.0
0274636credi,Amazon.com,,,,2025-11-01,2025-11-01,-14.39,-40.57,26.18,0.0,26.18,68,61-90,0.0
0301,"Masterpiece Gardens, Inc.",4954.0,LPCH Anchor Cows,Kathy Roth,2025-12-11,2025-12-11,7500.0,0.0,7500.0,0.0,7500.0,28,0-30,0.0
03012016,Unum Life Insurance Company,1.0,CA Overhead / Office Admin,G&A,2016-02-08,2016-02-08,474.65,1423.9499999999998,-949.2999999999998,0.0,0.0,3622,90+,0.0
03012017,Unum Life Insurance Company,1.0,CA Overhead / Office Admin,G&A,2017-02-07,2017-02-07,638.16,1914.48,-1276.3200000000002,0.0,0.0,3257,90+,0.0
03012018,Kaiser Foundation Health Plan,1.0,CA Overhead / Office Admin,G&A,2018-02-25,2018-02-25,23309.44,93237.76,-69928.31999999999,0.0,0.0,2874,90+,0.0
03012018,Unum Life Insurance Company,1.0,CA Overhead / Office Admin,G&A,2018-02-07,2018-02-07,912.13,2736.39,-1824.2599999999998,0.0,0.0,2892,90+,0.0
03012019,Kaiser Foundation Health Plan,1.0,CA Overhead / Office Admin,G&A,2019-02-28,2019-02-28,15865.23,63460.920000000006,-47595.69,0.0,0.0,2506,90+,0.0
03012022,Payroll4Construction,,,,2022-03-01,2022-03-01,22752.37,45504.740000000005,-22752.370000000006,0.0,0.0,1409,90+,0.0
03012024,Mutual of Omaha,,,,2024-02-29,2024-02-29,1379.29,4137.87,-2758.58,0.0,0.0,679,90+,0.0
03012024,Zurich North America,,,,2024-03-01,2024-03-01,3901.79,7803.58,-3901.79,0.0,0.0,678,90+,0.0
03022024,Payroll4Construction,,,,2024-03-08,2024-03-08,38046.58,76093.16,-38046.58,0.0,0.0,671,90+,0.0
0303131-IN,"Comtel Systems Technology, Inc",1058.0,MVC 2nd Floor SE Nurse Call,Michael Fernandes,2016-06-06,2016-06-06,38310.52,38310.520000000004,-7.275957614183426e-12,0.0,0.0,3503,90+,3831.05
03032023,Payroll4Construction,,,,2023-03-02,2023-03-02,27971.74,55943.48,-27971.74,0.0,0.0,1043,90+,0.0
03032023,Zurich North America,,,,2023-03-02,2023-03-02,2433.98,4867.96,-2433.98,0.0,0.0,1043,90+,0.0
0303214-IN,"Comtel Systems Technology, Inc",1058.0,MVC 2nd Floor SE Nurse Call,Michael Fernandes,2016-07-05,2016-07-05,50169.19,50169.189999999995,7.275957614183426e-12,9.094947017729282e-12,7.275957614183426e-12,3474,90+,5016.92
0303281-IN,"Comtel Systems Technology, Inc",1058.0,MVC 2nd Floor SE Nurse Call,Michael Fernandes,2016-08-02,2016-08-02,63200.3,63200.299999999996,7.275957614183426e-12,8.185452315956354e-12,7.275957614183426e-12,3446,90+,6320.03
03042022,Payroll4Construction,,,,2022-03-02,2022-03-02,21823.92,43647.840000000004,-21823.920000000006,0.0,0.0,1408,90+,0.0
03042022,Zurich North America,,,,2022-03-04,2022-03-04,1947.29,3894.58,-1947.29,0.0,0.0,1406,90+,0.0
0304348-IN,"Comtel Systems Technology, Inc",1555.0,Fremont Center UCC Expansion,Michael Fernandes,2017-10-27,2017-10-27,11754.87,11754.869999999999,1.8189894035458565e-12,2.0463630789890885e-12,1.8189894035458565e-12,2995,90+,1175.49
0305047-IN,"Comtel Systems Technology, Inc",1920.0,BHS and ED Joint Commission,Rodney Terra,2018-08-16,2018-08-16,22201.51,22201.510000000002,-3.637978807091713e-12,0.0,0.0,2702,90+,2220.15
03052021,Payroll4Construction,,,,2021-03-05,2021-03-05,37478.39,74956.78,-37478.39,0.0,0.0,1770,90+,0.0
03052025,Payroll4Construction,,,,2025-03-07,2025-03-07,48865.54,97731.08,-48865.54,0.0,0.0,307,90+,0.0
0305565-IN,"Comtel Systems Technology, Inc",1639.0,PAMF Fremont Center Bldg 1 Bre,Josh Angelo,2019-03-07,2019-03-07,23920.99,23920.989999999998,3.637978807091713e-12,5.002220859751105e-12,3.637978807091713e-12,2499,90+,2392.1
03062020,Payroll4Construction,,,,2020-03-04,2020-03-04,33276.09,66552.18000000001,-33276.09000000001,0.0,0.0,2136,90+,0.0
0307453-IN,"Comtel Systems Technology, Inc",2574.0,ECHMV Womens Medical Group,Kathy Roth,2020-07-13,2020-07-13,649.52,649.5200000000001,-1.1368683772161603e-13,0.0,0.0,2005,90+,64.95
0307615-IN,"Comtel Systems Technology, Inc",2120.0,4000 Dublin Ste 305 Pediatrics,Josh Angelo,2020-08-17,2020-08-17,14237.63,14237.630000000001,-1.8189894035458565e-12,0.0,0.0,1970,90+,1423.76
03082024,Zurich North America,,,,2024-03-08,2024-03-08,3963.42,7926.84,-3963.42,0.0,0.0,671,90+,0.0
03092024,Payroll4Construction,,,,2024-03-15,2024-03-15,38885.09,77770.18,-38885.09,0.0,0.0,664,90+,0.0
0309462-IN,"Comtel Systems Technology, Inc",2540.0,701 - ASC - Nurse Call Replace,Josh Angelo,2022-03-04,2022-03-04,43807.56,43807.560000000005,-7.275957614183426e-12,0.0,0.0,1406,90+,4380.76
03102023,Payroll4Construction,,,,2023-03-08,2023-03-08,29008.3,58016.600000000006,-29008.300000000007,0.0,0.0,1037,90+,0.0
03102023,Zurich North America,,,,2023-03-09,2023-03-09,10076.07,20152.14,-10076.07,0.0,0.0,1036,90+,0.0
0310565-IN,"Comtel Systems Technology, Inc",3109.0,RMC Hill-Rom Nurse Call Instal,Pedro Becerra,2023-02-14,2023-02-14,10950.45,10950.449999999999,1.8189894035458565e-12,2.5011104298755527e-12,1.8189894035458565e-12,1059,90+,1095.05
0310675-IN,"Comtel Systems Technology, Inc",3682.0,PAMF Liberty Fertility Clinic,Josh Angelo,2023-04-10,2023-04-10,27938.52,27938.519999999997,3.637978807091713e-12,5.002220859751105e-12,3.637978807091713e-12,1004,90+,2793.85
0310676-IN,"Comtel Systems Technology, Inc",3682.0,PAMF Liberty Fertility Clinic,Josh Angelo,2023-04-10,2023-04-10,12768.65,12768.650000000001,-1.8189894035458565e-12,0.0,0.0,1004,90+,1276.87
0310753-IN,"Comtel Systems Technology, Inc",3682.0,PAMF Liberty Fertility Clinic,Josh Angelo,2023-05-08,2023-05-08,13180.54,13180.539999999999,1.8189894035458565e-12,2.5011104298755527e-12,1.8189894035458565e-12,976,90+,1318.05
0311007-IN,"Comtel Systems Technology, Inc",3109.0,RMC Hill-Rom Nurse Call Instal,Pedro Becerra,2023-07-18,2023-07-18,17519.94,17519.940000000002,-3.637978807091713e-12,0.0,0.0,905,90+,1751.99
0311072-IN,"Comtel Systems Technology, Inc",3342.0,SLRH CT Scan Replacement,Daniel Acosta,2023-08-10,2023-08-10,5200.26,5200.259999999999,9.094947017729282e-13,1.1368683772161603e-12,9.094947017729282e-13,882,90+,520.03
03112022,Payroll4Construction,,,,2022-03-11,2022-03-11,20974.73,41949.46,-20974.73,0.0,0.0,1399,90+,0.0
03112022,Zurich North America,,,,2022-03-11,2022-03-11,2216.33,4432.66,-2216.33,0.0,0.0,1399,90+,0.0
0311389-IN,"Comtel Systems Technology, Inc",3342.0,SLRH CT Scan Replacement,Daniel Acosta,2023-11-09,2023-11-09,678.29,678.2900000000001,-1.1368683772161603e-13,0.0,0.0,791,90+,67.83
0311416-IN,"Comtel Systems Technology, Inc",3109.0,RMC Hill-Rom Nurse Call Instal,Pedro Becerra,2023-11-15,2023-11-15,9756.29,9756.289999999999,1.8189894035458565e-12,2.6147972675971687e-12,1.8189894035458565e-12,785,90+,975.63
0311608-IN,"Comtel Systems Technology, Inc",3901.0,GSH Lactation Rooms,Doris Quai Hoi,2024-02-08,2024-02-08,8246.7,8246.699999999999,1.8189894035458565e-12,1.6484591469634324e-12,1.8189894035458565e-12,700,90+,412.34
03142025,Payroll4Construction,,,,2025-03-14,2025-03-14,51495.7,102991.4,-51495.7,0.0,0.0,300,90+,0.0
03152024,Zurich North America,,,,2024-03-15,2024-03-15,15536.79,31073.58,-15536.79,0.0,0.0,664,90+,0.0
03172023,Payroll4Construction,,,,2023-03-17,2023-03-17,30175.98,60351.96,-30175.98,0.0,0.0,1028,90+,0.0
03172023,Zurich North America,,,,2023-03-22,2023-03-22,2863.69,5727.38,-2863.69,0.0,0.0,1023,90+,0.0
03182022,Payroll4Construction,,,,2022-03-18,2022-03-18,20893.24,41786.48,-20893.24,0.0,0.0,1392,90+,0.0
03182022,Zurich North America,,,,2022-03-18,2022-03-18,2267.15,4534.3,-2267.15,0.0,0.0,1392,90+,0.0
03182023,Payroll4Construction,,,,2023-03-24,2023-03-24,30643.28,61286.56,-30643.28,0.0,0.0,1021,90+,0.0
03182025,SolutionContainment,,,,2025-03-18,2025-03-18,21020.0,42040.0,-21020.0,0.0,0.0,296,90+,0.0
03192021,Payroll4Construction,,,,2021-03-19,2021-03-19,36953.02,73906.04,-36953.02,0.0,0.0,1756,90+,0.0
03192021,Zurich North America,,,,2021-03-19,2021-03-19,4079.17,8158.34,-4079.17,0.0,0.0,1756,90+,0.0
03202020a,Payroll4Construction,,,,2020-03-18,2020-03-18,32510.31,65020.62,-32510.31,0.0,0.0,2122,90+,0.0
03212025,Payroll4Construction,,,,2025-03-19,2025-03-19,51869.84,103739.68,-51869.84,0.0,0.0,295,90+,0.0
03212025adj,Payroll4Construction,,,,2025-03-20,2025-03-20,4438.44,8876.88,-4438.44,0.0,0.0,294,90+,0.0
03222019,Travelers,1.0,CA Overhead / Office Admin,G&A,2019-03-20,2019-03-20,5647.09,11294.18,-5647.09,0.0,0.0,2486,90+,0.0
03222024,Payroll4Construction,,,,2024-03-20,2024-03-20,38031.15,76062.3,-38031.15,0.0,0.0,659,90+,0.0
03222024,Zurich North America,,,,2024-03-21,2024-03-21,4079.93,8159.860000000001,-4079.9300000000007,0.0,0.0,658,90+,0.0
03222025,Payroll4Construction,,,,2025-03-28,2025-03-28,51484.78,102969.56,-51484.78,0.0,0.0,286,90+,0.0
03232024,Payroll4Construction,,,,2024-03-29,2024-03-29,38114.91,76229.82,-38114.91,0.0,0.0,650,90+,0.0
03232024,Zurich North America,,,,2024-03-29,2024-03-29,4044.19,8088.38,-4044.19,0.0,0.0,650,90+,0.0
03242023,Zurich North America,,,,2023-03-23,2023-03-23,2882.47,5764.9400000000005,-2882.4700000000007,0.0,0.0,1022,90+,0.0
03252016,Wells Fargo Health Benefit,1.0,CA Overhead / Office Admin,G&A,2016-03-25,2016-03-25,1625.0,4875.0,-3250.0,0.0,0.0,3576,90+,0.0
03252022,Payroll4Construction,,,,2022-03-25,2022-03-25,23305.44,46610.880000000005,-23305.440000000006,0.0,0.0,1385,90+,0.0
03252022,Zurich North America,,,,2022-03-22,2022-03-22,2466.02,4932.04,-2466.02,0.0,0.0,1388,90+,0.0
03292022,Zurich North America,,,,2022-03-29,2022-03-29,2545.84,5091.68,-2545.84,0.0,0.0,1381,90+,0.0
03302024,Payroll4Construction,,,,2024-04-05,2024-04-05,42582.05,85164.1,-42582.05,0.0,0.0,643,90+,0.0
03302024,Zurich North America,,,,2024-04-05,2024-04-05,4425.17,8850.34,-4425.17,0.0,0.0,643,90+,0.0
03312016,Ashley Kildunne,,,,2016-03-31,2016-03-31,103.68,725.76,-622.0799999999999,0.0,0.0,3570,90+,0.0
03312016,Rami Maroukel,,,,2016-03-31,2016-03-31,85.86,343.44,-257.58,0.0,0.0,3570,90+,0.0
03312017,Ashley Kildunne,1.0,CA Overhead / Office Admin,G&A,2017-03-30,2017-03-30,105.84,529.2,-423.36,0.0,0.0,3206,90+,0.0
03312017,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2017-03-31,2017-03-31,55.24,110.47999999999999,-55.23999999999999,0.0,0.0,3205,90+,0.0
03312017,Lisa Dang,1.0,CA Overhead / Office Admin,G&A,2017-03-31,2017-03-31,59.52,238.08,-178.56,0.0,0.0,3205,90+,0.0
03312017,Pedro Becerra,1.0,CA Overhead / Office Admin,G&A,2017-03-31,2017-03-31,210.06,1680.48,-1470.42,0.0,0.0,3205,90+,0.0
03312018,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2018-03-19,2018-03-19,219.5,658.5,-439.0,0.0,0.0,2852,90+,0.0
03312018,Pedro Becerra,,,,2018-03-31,2018-03-31,147.15,588.6,-441.45000000000005,0.0,0.0,2840,90+,0.0
03312019,Daniel Munoz Acosta,1.0,CA Overhead / Office Admin,G&A,2019-03-31,2019-03-31,153.7,768.5,-614.8,0.0,0.0,2475,90+,0.0
03312019,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2019-03-31,2019-03-31,82.2,246.6,-164.39999999999998,0.0,0.0,2475,90+,0.0
03312019,Pedro Becerra,1.0,CA Overhead / Office Admin,G&A,2019-03-31,2019-03-31,235.48,706.4399999999999,-470.9599999999999,0.0,0.0,2475,90+,0.0
03312020,Peter Morin,,,,2020-03-31,2020-03-31,269.23,807.69,-538.46,0.0,0.0,2109,90+,0.0
03312021-MIL,Peter Morin,,,,2021-03-31,2021-03-31,389.76,1169.28,-779.52,0.0,0.0,1744,90+,0.0
03312022,Peter Morin,,,,2022-03-31,2022-03-31,500.47,2001.8799999999999,-1501.4099999999999,0.0,0.0,1379,90+,0.0
03312023,Payroll4Construction,,,,2023-03-25,2023-03-25,34579.36,69158.71999999999,-34579.359999999986,0.0,0.0,1020,90+,0.0
03312023,Zurich North America,,,,2023-03-31,2023-03-31,3261.24,6522.48,-3261.24,0.0,0.0,1014,90+,0.0
03312024,Ricky Hernandez,,,,2024-03-31,2024-03-31,714.59,5716.72,-5002.13,0.0,0.0,648,90+,0.0
03312025,Peter Morin,,,,2025-03-21,2025-03-21,424.9,3399.2,-2974.2999999999997,0.0,0.0,293,90+,0.0
03312025,Peter Phan,,,,2025-03-31,2025-03-31,1656.9,3313.7999999999997,-1656.8999999999996,0.0,0.0,283,90+,0.0
0374251-IN,"Comtel Systems Technology, Inc",3682.0,PAMF Liberty Fertility Clinic,Josh Angelo,2023-03-15,2023-03-15,10095.54,10095.539999999999,1.8189894035458565e-12,2.5011104298755527e-12,1.8189894035458565e-12,1030,90+,1009.55
04-4962,"F&F Steel and Stairway, Inc.",4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-09-15,2025-09-15,15067.0,13560.3,1506.7000000000007,1506.7,1506.7000000000007,115,90+,1506.7
04-4983,"F&F Steel and Stairway, Inc.",4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-09-30,2025-09-30,4269.0,3842.1,426.9000000000001,426.9,426.9000000000001,100,90+,426.9
04-5029,"F&F Steel and Stairway, Inc.",4954.0,LPCH Anchor Cows,Kathy Roth,2025-11-19,2025-11-19,7637.0,0.0,7637.0,0.0,7637.0,50,31-60,0.0
04-5049,"F&F Steel and Stairway, Inc.",5216.0,MMH Rood Guard Rails,Rodney Terra,2025-12-12,2025-12-12,3402.0,0.0,3402.0,0.0,3402.0,27,0-30,0.0
04-5050,"F&F Steel and Stairway, Inc.",4808.0,DH Gen 3 Replacement,Pedro Becerra,2025-12-12,2025-12-12,4128.0,0.0,4128.0,0.0,4128.0,27,0-30,0.0
04012017,Kaiser Foundation Health Plan,1.0,CA Overhead / Office Admin,G&A,2017-03-25,2017-03-25,16749.69,66998.76000000001,-50249.07000000001,0.0,0.0,3211,90+,0.0
04012017,Unum Life Insurance Company,1.0,CA Overhead / Office Admin,G&A,2017-03-10,2017-04-01,588.55,1765.65,-1177.1000000000001,0.0,0.0,3204,90+,0.0
04012018,Kaiser Foundation Health Plan,1.0,CA Overhead / Office Admin,G&A,2018-03-25,2018-03-25,22827.79,91311.16,-68483.37,0.0,0.0,2846,90+,0.0
04012018,Unum Life Insurance Company,1.0,CA Overhead / Office Admin,G&A,2018-03-12,2018-03-12,870.13,2610.39,-1740.2599999999998,0.0,0.0,2859,90+,0.0
04012021,Mutual of Omaha,,,,2021-03-23,2021-03-23,973.44,2920.3199999999997,-1946.8799999999997,0.0,0.0,1752,90+,0.0
04012022,Bay Club Santa Clara,,,,2022-01-01,2022-01-01,307.5,615.0,-307.5,0.0,0.0,1468,90+,0.0
04012022,MISCELLANEOUS VENDOR,,,,2022-04-07,2022-04-07,12951.0,25902.0,-12951.0,0.0,0.0,1372,90+,0.0
04012024,Mutual of Omaha,,,,2024-04-01,2024-04-01,1365.43,4096.29,-2730.8599999999997,0.0,0.0,647,90+,0.0
04022021,Payroll4Construction,,,,2021-03-31,2021-03-31,39940.6,79881.2,-39940.6,0.0,0.0,1744,90+,0.0
04022021,Zurich North America,,,,2021-03-31,2021-03-31,4613.91,9227.82,-4613.91,0.0,0.0,1744,90+,0.0
04032020,Payroll4Construction,,,,2020-04-01,2020-04-01,34374.66,68749.32,-34374.66,0.0,0.0,2108,90+,0.0
04042025,Payroll4Construction,,,,2025-04-02,2025-04-02,54221.17,108442.34,-54221.17,0.0,0.0,281,90+,0.0
04062024,Payroll4Construction,,,,2024-04-12,2024-04-12,39465.87,78931.74,-39465.87,0.0,0.0,636,90+,0.0
04072023,Payroll4Construction,,,,2023-04-01,2023-04-01,35726.35,71452.7,-35726.35,0.0,0.0,1013,90+,0.0
04072023,Zurich North America,,,,2023-04-07,2023-04-07,3309.75,6619.5,-3309.75,0.0,0.0,1007,90+,0.0
04082022,Payroll4Construction,,,,2022-04-05,2022-04-05,23217.04,46434.079999999994,-23217.039999999994,0.0,0.0,1374,90+,0.0
04082022,Zurich North America,,,,2022-04-06,2022-04-06,2519.34,5038.679999999999,-2519.3399999999992,0.0,0.0,1373,90+,0.0
04082023,Payroll4Construction,,,,2023-04-14,2023-04-14,35297.59,70595.18000000001,-35297.59000000001,0.0,0.0,1000,90+,0.0
04092021,Brenna Uyeda,,,,2021-04-09,2021-04-09,21.84,43.68,-21.84,0.0,0.0,1735,90+,0.0
04112025,Home Depot Credit Services,4856.0,2025 Warranty Costs,Rodney Terra,2025-04-11,2025-04-11,0.0,-67.64,67.64,0.0,67.64,272,90+,0.0
04112025,Payroll4Construction,,,,2025-04-09,2025-04-09,53523.56,107047.12,-53523.56,0.0,0.0,274,90+,0.0
04112025,Shane Madigan,,,,2025-04-11,2025-04-11,3265.89,6531.780000000001,-3265.890000000001,0.0,0.0,272,90+,0.0
04122024,Zurich North America,,,,2024-04-12,2024-04-12,3931.95,7863.900000000001,-3931.9500000000007,0.0,0.0,636,90+,0.0
04122025,Payroll4Construction,,,,2025-04-18,2025-04-18,56750.98,113501.96,-56750.98,0.0,0.0,265,90+,0.0
04132024,Payroll4Construction,,,,2024-04-19,2024-04-19,36871.72,73743.44,-36871.72,0.0,0.0,629,90+,0.0
04132024,Zurich North America,,,,2024-04-19,2024-04-19,3720.84,7441.68,-3720.84,0.0,0.0,629,90+,0.0
04142022josh,BestBuy,,,,2022-04-14,2022-04-14,589.75,644.37,-54.620000000000005,0.0,0.0,1365,90+,0.0
04142023,Zurich North America,,,,2023-04-14,2023-04-14,3336.96,6673.92,-3336.96,0.0,0.0,1000,90+,0.0
04152022,Payroll4Construction,,,,2022-04-15,2022-04-15,21888.21,43776.42,-21888.21,0.0,0.0,1364,90+,0.0
04152022,Zurich North America,,,,2022-04-12,2022-04-12,2515.68,5031.360000000001,-2515.6800000000007,0.0,0.0,1367,90+,0.0
04162021,Payroll4Construction,,,,2021-04-14,2021-04-14,40588.91,81177.82,-40588.91,0.0,0.0,1730,90+,0.0
04162021,Zurich North America,,,,2021-04-16,2021-04-16,4590.94,9181.880000000001,-4590.940000000001,0.0,0.0,1728,90+,0.0
04172020,Payroll4Construction,,,,2020-04-11,2020-04-11,36570.55,73141.1,-36570.55,0.0,0.0,2098,90+,0.0
04192019,Travelers,1.0,CA Overhead / Office Admin,G&A,2019-04-19,2019-04-19,5344.23,10688.460000000001,-5344.230000000001,0.0,0.0,2456,90+,0.0
04192025,Payroll4Construction,,,,2025-04-25,2025-04-25,48995.25,97990.5,-48995.25,0.0,0.0,258,90+,0.0
04202024,Payroll4Construction,,,,2024-04-26,2024-04-26,36000.18,72000.36,-36000.18,0.0,0.0,622,90+,0.0
04202024,Zurich North America,,,,2024-04-26,2024-04-26,3491.42,6982.839999999999,-3491.419999999999,0.0,0.0,622,90+,0.0
04212023,Payroll4Construction,,,,2023-04-19,2023-04-19,36544.57,73089.14,-36544.57,0.0,0.0,995,90+,0.0
04212023,Zurich North America,,,,2023-04-20,2023-04-20,3498.72,6997.44,-3498.72,0.0,0.0,994,90+,0.0
04222022,Payroll4Construction,,,,2022-04-22,2022-04-22,21144.7,42289.399999999994,-21144.699999999993,0.0,0.0,1357,90+,0.0
04222022,Zurich North America,,,,2022-04-20,2022-04-20,2427.74,4855.4800000000005,-2427.7400000000007,0.0,0.0,1359,90+,0.0
04232015,Giancola Construction,,,,2015-04-23,2015-04-23,17554.24,105325.44,-87771.2,0.0,0.0,3913,90+,0.0
04262025,Payroll4Construction,,,,2025-05-02,2025-04-30,53360.09,106720.18000000001,-53360.09000000001,0.0,0.0,253,90+,0.0
04272024,Payroll4Construction,,,,2024-05-03,2024-05-03,34941.19,69882.37999999999,-34941.18999999999,0.0,0.0,615,90+,0.0
04272024,Zurich North America,,,,2024-05-03,2024-05-03,3430.88,6861.759999999999,-3430.879999999999,0.0,0.0,615,90+,0.0
04282023,Payroll4Construction,,,,2023-04-26,2023-04-26,36613.54,73227.08,-36613.54,0.0,0.0,988,90+,0.0
04282023,Zurich North America,,,,2023-04-27,2023-04-27,3306.91,6613.82,-3306.91,0.0,0.0,987,90+,0.0
04292016,Rami Maroukel,,,,2016-04-29,2016-04-29,244.38,1221.9,-977.5200000000001,0.0,0.0,3541,90+,0.0
04292022,Payroll4Construction,,,,2022-04-29,2022-04-29,23061.23,46122.46,-23061.23,0.0,0.0,1350,90+,0.0
04292022,Zurich North America,,,,2022-04-29,2022-04-29,2712.97,5425.94,-2712.97,0.0,0.0,1350,90+,0.0
04302015,Giancola Construction,1028.0,Dr. Curatola Residence,Rodney Terra,2015-04-30,2015-04-30,5052.0,15156.0,-10104.0,0.0,0.0,3906,90+,0.0
04302016,Ashley Kildunne,,,,2016-04-30,2016-04-30,55.62,222.48000000000002,-166.86,0.0,0.0,3540,90+,0.0
04302017,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2017-04-30,2017-04-30,89.22,178.44,-89.22,0.0,0.0,3175,90+,0.0
04302017,Lisa Dang,1.0,CA Overhead / Office Admin,G&A,2017-04-30,2017-04-30,15.52,31.04,-15.52,0.0,0.0,3175,90+,0.0
04302017,"Optum Financial, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-04-07,2017-04-07,1350.0,2700.0,-1350.0,0.0,0.0,3198,90+,0.0
04302017,Pedro Becerra,1.0,CA Overhead / Office Admin,G&A,2017-04-30,2017-04-30,124.66,747.96,-623.3000000000001,0.0,0.0,3175,90+,0.0
04302018,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2018-04-30,2018-04-30,251.9,503.79999999999995,-251.89999999999995,0.0,0.0,2810,90+,0.0
04302018,Pedro Becerra,1.0,CA Overhead / Office Admin,G&A,2018-04-30,2018-04-30,63.22,189.66,-126.44,0.0,0.0,2810,90+,0.0
04302019,Daniel Munoz Acosta,,,,2019-04-30,2019-04-30,117.74,588.6999999999999,-470.9599999999999,0.0,0.0,2445,90+,0.0
04302019,Kate Waggoner,,,,2019-04-30,2019-04-30,45.24,90.47999999999999,-45.23999999999999,0.0,0.0,2445,90+,0.0
04302020,Peter Morin,2195.0,PAMF Oakmead HVAC Upgrades,Josh Angelo,2020-04-30,2020-04-30,276.0,552.0,-276.0,0.0,0.0,2079,90+,0.0
04302021,Payroll4Construction,,,,2021-04-30,2021-04-30,38310.66,76621.31999999999,-38310.65999999999,0.0,0.0,1714,90+,0.0
04302021,Zurich North America,,,,2021-04-30,2021-04-30,4461.3,8922.599999999999,-4461.299999999998,0.0,0.0,1714,90+,0.0
04302022,Bay Club Santa Clara,,,,2022-04-30,2022-04-30,1174.14,2348.28,-1174.14,0.0,0.0,1349,90+,0.0
04302022,Peter Morin,,,,2022-04-30,2022-04-30,484.4,1453.1999999999998,-968.7999999999998,0.0,0.0,1349,90+,0.0
04302023,Peter Morin,,,,2023-04-30,2023-04-30,535.78,2678.9,-2143.12,0.0,0.0,984,90+,0.0
04302024,Brenna Uyeda,,,,2024-04-30,2024-04-30,127.91,639.55,-511.64,0.0,0.0,618,90+,0.0
04302024,Peter Morin,,,,2024-04-30,2024-04-30,385.79,771.58,-385.79,0.0,0.0,618,90+,0.0
04302024,Ricky Hernandez,,,,2024-04-30,2024-04-30,658.92,3294.6,-2635.68,0.0,0.0,618,90+,0.0
