Job_No,Job_Description,Billed_Revenue
4670,SH 701 MV Pharmacotherapy TI,122543.75
4671,DH SPD Deco Guard Part B,5470.0
4672,OneWorkplace NICU 260 Brackets,3381.0
4675,PAMF 201 OSF Sewer Investigati,6437.0
4676,ECH MV 721098 Seismic Anchors,1132.0
4677,ECH MV711984 Melchor Off Patch,1371.0
4678,711829 Higgins House Repairs,11888.0
4679,ECH MV MBU Temporary StorageMi,5164.0
4680,ECH MV Willow Suite 204 Cisco,7830.0
4681,IHC 1631 Willow Door Replaceme,1304.0
4683,ECH MOB 2 Card Readers 625 Sob,8247.0
4685,ECH LG Cancer CtrCasework Mods,7515.0
4686,ECH MV 125 S Med Rm Install Ba,9499.0
4688,ECH LG WindowFrames 2nd Flr Ad,4057.0
4689,ECH LG IT Room CMU Wall Core,11961.0
4690,ECH MV 709802 Orchard NICU,1437.0
4691,ECH MV 702742 Orchard MD Sleep,746.0
4692,ECH MV 701547 Orchard 3rdStaff,861.0
4693,ECH MV 701504 Orchard 2ndStaff,1091.0
4694,ECH MV Relocate Patio Furnitur,2112.0
4695,SMSC Roof Drain Extension,3918.0
4697,SMSC Camera & Jet Trash Enclos,7379.0
4698,SH MAC 11552 (2) ADA Opera,7139.72
4700,SH 4050 Dublin Conf Room AV U,8300.18
4701,PAMF Room 378 Bookshelf & Cabi,10660.0
4703,ECH MV 1st Floor Admin Misc,1009.0
4704,ECH MV 125 S Emergency Power,28442.0
4705,ECH LG Rehab Casework Notifica,1445.0
4706,ECH MV 721869 Sobrato Cisco Rm,1816.0
4707,ECH MV 718475 Wall Prep &Patch,1896.0
4708,ECH MV 720486 Wall Prep New Ma,2334.0
4709,ECH MV 721778 Repurpose Garbag,515.0
4710,ECH MV Orchard/ MBU Misc,2129.0
4712,LPCH CPR Kiosk,2207.0
4713,ECH MV M258462 PST Covers,62368.0
4716,ECH MV 715952 Misc Wall Prep O,4106.0
4717,ECH MV Assist Eng. Main Kitche,16103.0
4721,SMSC Blood Bank Test Fit,10737.12
4722,LPCH NICU 2735 Leak,157945.99
4723,LPCH Leak 5107,52558.87
4724,SMSC OR 6 Storage Rm Vent Line,8128.0
4725,SMSC SPD Drain Repair,7372.0
4727,SH 795 ECR - LINAC A Door Up,16220.87
4728,ECH LG Ligature Door Handles,2350.0
4729,ECH MV 713077 Install Hooks ED,1057.0
4730,ECH MV 721146 Deliver&Seismic,2984.0
4731,ECH LG ED Exterior Wall Repair,2059.0
4733,ECH LG West Wall Ext Improve,1602.0
4737,PAMF 2025 Soquel Bollards Repl,6153.0
4738,ECH LG Miscellaneous Work,25985.0
4739,LPCH Roof Leak 3rd W.Building,7986.2
4740,LPCH Stair Glass,300000.0
4741,SH 15720 Winchester Endo Rel,70714.0
4742,ECH MV 721875 Replace Time Clk,515.0
4743,ECH MV 717630 Main 2B Splashgu,7709.0
4744,ECH LG MedSurge Condensation,3479.0
4745,ECH LG PACU Staff Lounge,48767.62
4747,ECH LG OR Sterilizer Replace,127143.11
4749,PAMF 201 OSF Blood Draw Curtai,4763.0
4750,SMSC CMU Yard Repair,4736.0
4752,DH Biosafety Hood Anchorage,9438.0
4753,SH 301 OSF MA Pods,401004.0
4754,DH Connect Corridor Dble Doors,28399.0
4756,ECH LG OR Infection Control,1964.0
4757,ECH LG Rehab Bath Repairs,3959.0
4758,Dignity Woodland Memorial Hosp,498115.0
4759,DH DECC Bldg Temp Gen Swap Ast,7723.0
4763,ECH LG Wall Repairs-Car Crash,18896.0
4764,ECH MV 872 LPCH New Main 4C,2488.0
4766,ECHMV 664756 Park Pav MOMs Ref,25601.0
4768,SMSC Flooring Repairs,5346.0
4769,ECH LG Outdoor Safety Devices,2952.0
4774,ECH MV New Main 2C Misc,1042.0
4775,DH FA Area Detection Part B,1370547.7
4776,ECH LG Ortho Patient Bthrm Flr,45959.0
4784,SLRH Core Hole 229.03,8033.0
4785,DH Rms 1217&1218 Sewer Leak Re,52996.0
4786,SVMH Phlebotomy Acrovyn WallPr,17619.0
4787,ECH LG Air Handler Refresh,7363.0
4788,DH ED Drain Repair,1752.0
4789,ECH LG OR#6 Emgncy Rain Water,8696.0
4790,LPCH DigiLock,30122.1
4791,ECH LG OPS Relocate Plumbing,10886.0
4792,ECH MV Family Waiting Rm Floor,10018.0
4793,LPCH OR Power - Part 3,235000.0
4794,One Workplace BASS Ctr Drill,1978.0
4795,DH (3) Lab Doorway Containment,1352.0
4797,ECH LG ED Staff Lounge-Wall Ca,3993.0
4798,ECH MV725754 OR 2A280 Rplc Car,6033.0
4799,ECH LG Demo Nurse Call Devices,7262.0
4801,LPCH Leak 1858,153371.86
4802,ECH LG Admin Restroom Refresh,38994.0
4804,DH ER Rm 12 Wall Patch,468.0
4805,ECH LG ED Patient Bathroom,24968.0
4806,SVMH Temp ED Trailer Concrete,4047.0
4807,ECH LG 777 Knowle Emrgy Wtr Lk,1420.0
4808,DH Gen 3 Replacement,739734.03
4811,LPCH 700 Welch Security,42000.0
4813,LPCH 730W Chiller Retrofit,271275.51
4814,LPCH Atrium irrigation leak,41339.2
4816,Main PreOP Install Monitor,1766.0
4817,PACU Install Mount and Monitor,2540.0
4818,Development Facility Misc,2002.0
4819,ECH MOB Patch and Paint Doors,7766.0
4820,ECH MOB Paint and Floor to Mat,20439.0
4824,PAMF 201 OSF Vehicle Incident,167607.0
4825,SCU Adobe (Kitchen) Remodel PF,16528.93
4826,LPCH Leak 3623 Clean Utility,121410.49
4830,ECH MV Wall Repair Car CrashPP,19012.0
4831,ECH LG Engineering Misc,4353.0
4832,ECH MV 125 South Ice Maker,3618.0
4834,LPCH Corridor 3870 Leak,7187.0
4837,ECH LG OPSI Casework Modificat,5192.0
4838,OWP Floor Scan BASS,2298.0
4842,LPCH Leak 3036,78525.49
4845,ECH LG Imaging Sliding Door,11184.0
4846,ECH LG Misc Work,14273.0
4847,SMSC OR Corridor Sewer LineRep,10194.0
4849,ECH LG MBU Shower Pan Waterpro,1092.0
4850,LPCH Bike Cage 725,57981.84
4851,LPCH W Garage Elevator 57 Mode,208389.96
4852,ECH LG OPSI Bthrm Flooring Rep,10639.0
4853,LPCH Kidney Dialysis Ceiling R,9243.0
4854,ECH MV Willow 2nd Flr Gov Offi,131403.46
4855,ECH MV OAK New Auto Door,3120.0
4857,SH 2581 Sam Ste 202 Nuc Med,16073.78
4858,LPCH 777 Welch Ste 10 Breakrm,54525.99
4859,ECH MV 729281 IV Rm Oak Rx Flr,749.0
4860,ECH LG Rx Emergency Power,9496.0
4861,ECH LG WaterLeak Lobby Storage,10077.0
4863,SH Fremont CT Replacement,803596.58
4864,ECH MV 729635 Splashguard Med,3820.0
4865,"ECH MV 730064 Main, ED Splashg",4419.0
4866,ECH MV 729482 Rm4316 Shelf Bra,607.0
4867,ECH LG Rehab Rm 1116 Plumbing,4235.0
4868,ECH LG Rehab Pool Repairs,5388.0
4869,ECH MV 125 South Grab Bars,842.0
4870,SH Fremont Palliative Care,85113.11
4871,PAMF 701 MV Cabinet Installati,3489.0
4872,ECH MV Relocate Patio Tables,1273.0
4873,ECH MOB 700 W Parr Aspire Ste,441340.0
4876,ECHLG 825 Pollard Temp Wall,10318.0
4879,MMH SPC 4D Retrofit,68419.0
4880,MMH NPC 4D Retrofit,48437.19
4881,LPCH 700 Welch Barn Leak,12666.0
4883,LPCH 730 Welch Security Adds,40000.0
4884,ECH LG Joint Commission Misc,10764.0
4885,2911 Chanticleer Roof Tile Rep,1411.0
4886,Sobrato Op Lab Replace Mirror,1167.0
4887,LPCH Room 3620 Shower Valve Re,17827.84
4888,ECH MV Orchard Ph2 Make Rdy,19894.0
4889,PAMF 2025 Soquel CatchBasin&Pi,4709.0
4891,ECH MVSluice Sink Guard Bracke,2292.0
4896,LPCH 3854/2854 leak,188482.3
4897,SMSC Damaged Floor Tile Replac,4217.0
4898,LPCH West Leak Unit 250,16530.74
4899,LPCH West Leak Corridor 1570,56281.71
4905,ECH LG Engineering Misc,3669.0
4906,ECH LG Misc Work,68124.0
4907,IHC 1118 Meridian SkylightSeal,3506.0
4908,SJMC IT Refresh Fiber to Exter,1750000.0
4911,SMSC Elevator Cab Interior Mod,55925.67
4915,SJMC O.B. Power + Wireless,458105.0
4923,ECH MV #731975 ED Install,614.0
4924,ECH MV L&D Make Ready Misc.,5609.0
4925,SMSC Drive Investigation & Min,23819.0
4927,ECH LG Lab Breakroom Renovatio,43503.0
4929,LPCH Consult Room 2627 Leak,40624.14
4930,MMH NPC 5 Compliance,112571.67
4931,LPCH Room 1786 Leak,9058.67
4932,ECH LG Courtyard Exterior Impr,30149.0
4933,ECH LG Rehab Exterior Foundati,9733.0
4934,ECH MV CT Trailer Anchor,4195.0
4936,LPCH Leak 3817-3819,113044.18
4937,LPCH Corridor 3870 Roof Leak,9677.0
4938,SCU BLD24-02251 Permit,20794.08
4939,PCD 119 W. Beach Street T.I.,363220.0
4940,LPCH Relay Robotics,13340.96
4944,LPCH Leak Corridor Unit 350,23087.4
4945,LPCH 2591 + 2550 IFC,4687.0
4946,DH D Oaks Laundry Room Refresh,192263.0
4954,LPCH Anchor Cows,73769.0
4956,DH LDR Lights Room,114941.0
4957,OWP BASS Chair Rails,1628.0
4958,ECH LG Rehab Rm 1119 Wter Leak,4455.0
4959,LPCH 1722 leak,54596.4
4961,LPCH G530 Waste Line Replacemt,9800.0
4962,ECH LG Cancer Center Sidewalk,15182.0
4963,SMSC Sterrad Outlet Swap,2490.0
4964,SH 701 MV ADO's 3 Doors-Ultr,7938.26
4966,ECH LG Suction Canister Bracke,3306.0
4967,LPCH Mens Public Restroom 1710,84691.14
4968,ECH MV Pivot 1923 Pharmacy Sca,2938.0
4970,DH SPD Flooring Containment,4661.0
4971,Leak Above Conference 3524,9350.0
4975,SVMH Angio Equipment,253883.68
4976,SMSC Primex Clocks,6500.0
4977,"SMSC WindowTint Rms233,234,235",9418.0
4978,ECH MV Sobrato GF66 Temp Walls,26129.0
4979,ECH MV Sobrato Ste 500 Casewrk,36504.0
4981,ECH MV #733732 Cedar Pavilion,680.0
4982,ECH MV #732979 Demo Sink2A269,16770.0
4984,ECH MV #734120 Rplc Metal Peg,3463.0
4985,ECH MV #733885 ED Install Klee,515.0
4986,ECH MV #731634 Assist IT/AV Rp,13141.0
4987,ECH MV Sobrato Ste 400 AED Cab,6493.0
4988,ECH MV Melchor Ste 111 AED Cab,6493.0
4989,ECH LG MBU Rm 1032 Water Leak,14431.0
4997,PAMF 7600 OD Fire Rated Door,3084.0
4999,ECH MOB 2490 Ste 305 Sleep Ctr,71737.0
5001,SMSC Footing and Pull Install,4354.0
5002,LPCH West Bldg Rodent Deterren,35786.0
5003,ECH MV Pharmacy Make Rdy Ph2,33714.0
5004,ECH LG Pharmacy Make Rdy Ph2,4531.0
5005,ECH LG ICU Breakroom Renovatio,10627.0
5007,ECH LG Misc Work,22489.0
5008,BTM Insulation at CEO Office,7284.0
5015,ECH MV Sobrato GF#66#7 Patch &,7919.0
5016,DH SC Surgery Ctr Demo/Wtr Rep,1619.0
5018,ECH LG HVAC Duct Replacement,7603.0
5019,DH Emergency Roof Vent Extensi,1253.0
5020,LPCH Ticket Booth Relocation,93776.04
5021,SMSC Kitchen Tile Repair Part2,7487.0
5023,SCU Fire Flow Hydraulic Model,2364.0
5024,ECH MOB 2495 Relocate Eye Wash,2742.0
5025,ECH LG Rehab Coil Repairs,3376.0
5026,ECH LG Misc Work,19361.0
5027,ECHMOB 721504/734187 Welc iPad,2953.0
5028,MMH Electrical Service Upgrade,128135.75
5029,SMSC Medivator Drain Work,15268.0
5031,ECH LG ED Handrail Repair,2819.0
5034,ECH MV #738576 Taube iPad Inst,1074.0
5035,ECH MV #737826 Main 3A Splashg,1216.0
5038,ECH MV #730061 Repair Casework,680.0
5039,ECH MV #735544 Women's Imagin,2150.0
5040,ECH MV Orchard Drain Pipe Repl,7718.0
5041,ECH LG Cancer Ctr Data Assist,3297.0
5042,ECH LG Ortho 1012 Mech Valves,9367.0
5043,DH Radiology Corridor Ceiling,5597.0
5044,ECH LG Assist Eng Replace Coil,8949.0
5045,ECH LG Ortho Bathroom Floor Re,7452.0
5047,MMH Lab Expansion Full Remodel,196512.06
5048,ECH LG Admin Break Room Remode,48931.0
5050,DH Dr Lounge Completion,186119.0
5054,PAMF Aptos Fired Rated Louver,5527.0
5055,SMSC Roof Hydrant,17592.0
5056,ECH MV #739258 Main 4A Med Rm,3213.0
5057,ECH MV #736543 Sobrato 1F66 Co,2435.0
5058,ECH MV WO# 737861 Shelving for,11026.0
5059,SVMH Cath Lab 3,50888.0
5060,ECHMV Sobrato GF66 Temp WallsI,10944.0
5061,DH Katz Door Adjustment,1260.0
5062,ECH LG Engineering Misc,2427.0
5063,ECH MOB PPI Pool Pump Repair,13507.0
5064,ECH MV Mounts CSRX Bottles Loc,4679.0
5065,ECH MV Pyxis Seismic Brackets,1470.0
5066,DH FD Rough Opening,2649.0
5069,ECH LG Misc Work,14061.0
5070,SVMH Interim Boiler ConcretePa,83371.0
5075,ECH LG ICU Miscellaneous,4862.0
5079,SH 2751 Research Park Trellis,17048.74
5080,SH 795 LINAC A Rplcmt Scopin,50000.0
5081,"ECH MV #734869 New Main, GA204",11276.0
5082,ECH MV 720195 Taube Add Card R,2846.0
5084,LPCH Room 4254 Leak,27878.77
5085,DH ICU Hooper Sink Drain Repai,3672.0
5087,ECHLG Admin Floor Rplmt Assist,19906.0
5089,ECH MV OR Pyxis Relocation,8622.0
5093,ECH LG OR Sterilizer Misc Repa,14255.0
5094,ECH MV NM Anesthesiology Offfi,957.0
5095,ECH MV NM ED Wait Rm R5 Zoneli,808.0
5096,ECHMV #737890 Main ED Stair 3,4074.0
5097,ECH MV Power & Data ED Dir Off,1882.0
5100,ECH MV #740124 Willow 2nd Flr,7477.0
5102,DH Sterile Processing IFC,906.0
5104,ECH LG Pharmacy Scanning,1965.0
5105,ECH LG Misc Work,26659.0
5110,LPCH Disaster Closet Clean Up,4322.0
5115,ECH MV WO#2444 NM Ste 4C NC,3992.0
5117,DH OR Flooring Containment,2868.0
5119,SMSC Bldg Heat Boiler #1 Repla,179669.89
5125,SMSC NPC 4 & 5 Scoping Report,31806.68
5127,ECH MOB 700 W Parr EmergenLeak,1026.0
5128,ECH MV WO# 739187 Board Pro Re,11577.0
5129,ECH MV WO# 740964 Install Spla,1586.0
5130,ECH MV WO#742098 ED Staff Loun,1592.0
5131,ECH MOB LPCH Sharp Container W,1312.0
5132,ECH LG ICU Bathroom Water Dama,23881.0
5135,ECHLG OR Add Elec Recept(4542),36633.64
5136,ECH MV WO# 729556 SPD Monitor,1156.0
5137,ECH MV Sobrato GF66 Barrier Wa,778.0
5138,ECH MV Electrical Rm Fire Rate,680.0
5139,ECH MV Sobrato Demo Bike Racks,6433.0
5140,ECH LG 825 Pollard 2nd Flr Mis,8512.0
5144,ECH MV Orchard/MBU Relocate Ca,4334.0
5150,DH Hose Bib Core,1908.0
5152,ECH LG Misc Work,13720.0
5158,LPCH NPC5 DW Con. Main to West,10000.0
5161,ECH MOB Permit Fee 4873 Fire P,252.86
5163,ECH MV #744848 Install Glass M,1964.0
5167,Leak G857 Men's Locker,92597.61
5168,LPCH Leak G783,5484.0
5172,ECH MV WO#745371 Main4C300 Cab,680.0
5173,ECH MV WO#739299 Install Monit,943.0
5176,ECH LG Wtr Lk Rep Ortho Rm1019,16284.0
5192,ECH LG Penthouse Misc,6926.0
5193,SMSC Temp Boiler Install,35180.0
5195,ECH LG Misc Work,11227.0
5198,SMSC Parking Lot Light Trblesh,6272.0
5200,ECH MOB 700 W Parr Fire Sprink,835.0
5202,SMSC Breaker Overload/Break Re,784.0
5207,ECH MOB 2500 Hosp Dr Bldg 11,6435.0
5211,ECH MOB Concrete Base Reconstr,9735.0
5213,ECH LG Misc Work,14108.0
5215,ECH MV WO#743363 Park Meeting,5157.0
5216,MMH Rood Guard Rails,15987.16
5226,"ECH MV WO#709805 Sobrato, 2Hks",680.0
5227,ECH MV WO#746797 Remove MainED,515.0
