Account,Account_Num,Account_Description,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01
7010,7010,Officer salaries,,,,,0.0,4807.69,14423.07,9615.38,9615.38,9615.38,9615.38,-57692.28,11538.46,11538.23,11538.0,20538.0,11538.0,11764.63,13845.0,14302.0,13166.0,12370.0,16563.05,-148701.37,11538.0,-11538.0,,,,,,,,0.0,0.0,0.0,-36000.0,3000.0,33000.0,1000.0,,,,,,1928.0,,-2928.0,13461.54,20538.46,-34000.0,,,,,,,,2092.0,-2092.0,1092.0,,,,,,,,,,,-1092.0,31092.0,,,,,,,,,,,-31092.0,17765.44,27769.6,28861.6,14712.0,11769.6,11769.6,14712.0,11769.6,14712.0,11769.6,11769.6,-177380.64,46998.6,11769.6,14712.0,11769.6,11769.6,14712.0,11769.6,11769.6,14712.0,11769.6,11769.6,-173521.8,51100.6,11769.6,15249.6,12307.2,15384.0,22599.17,26143.66,23606.86,18460.8,17768.52,22729.86,-237119.87,79830.1,35720.21,35384.08,31826.51,44230.1,35384.08,35384.08,52307.02,53076.49,88269.2,70615.36,230592.27,17653.84
7015,7015,Clerical salaries,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,619.1,638.25,728.12,632.63,499.5,2952.12,4726.5,7279.5,5497.99,1013.5,812.75,-25399.96,2255.0,1934.0,1690.0,1665.0,1134.5,444.0,1064.5,1036.0,1374.75,1272.25,1336.25,-15206.25,222.0,314.5,259.0,296.0,5338.0,3801.0,3782.75,3976.0,3718.0,3976.0,5062.0,-30745.25,222.0,1151.0,2636.0,3200.0,5086.75,4296.0,4352.25,4421.0,4233.0,6306.75,4230.5,-40135.25,4305.0,4018.75,3296.0,5256.5,3852.75,2533.5,2379.0,3116.0,3046.0,222.0,,-32025.5,,,,,1338.75,5627.5,7895.5,4196.0,4807.25,3997.25,4151.5,-32013.75,4399.0,3933.5,4903.75,4019.75,3479.75,5167.25,4368.5,4155.75,5338.75,5343.5,5208.5,-50318.0,6056.0,5624.75,7813.75,7566.0,9161.25,9359.14,10625.77,12784.38,10889.14,10661.01,12413.13,-102954.32,,,,,,,,,,,,,
7020,7020,Payroll taxes - Office,,,,,,564.91,1193.25,735.58,735.58,735.58,735.58,-4700.48,1016.51,882.68,882.66,1571.16,882.66,913.37,1192.1,822.31,387.89,280.03,355.0,-9186.37,1463.35,-789.16,107.76,94.6,74.67,441.36,706.62,1088.28,821.96,121.19,78.39,-4209.02,-2197.89,727.51,2839.38,318.78,165.07,64.6,154.9,150.78,200.05,332.64,191.78,-2947.6,1306.78,1606.58,-2571.86,33.3,600.64,373.13,299.69,314.82,292.41,314.82,560.6,-3130.91,360.51,129.49,296.55,360.0,421.23,339.3,343.6,348.87,328.72,493.17,328.11,-3749.55,3154.81,437.41,263.98,419.88,305.09,229.65,277.15,363.01,303.26,25.86,,-5780.1,1648.32,2292.54,2203.34,1119.75,1042.39,1512.02,1900.79,1226.55,1497.26,1211.34,1221.93,-16876.23,4397.16,1254.91,1510.07,1215.82,1174.52,1497.19,1230.65,1224.24,1543.81,1317.09,1307.22,-17672.68,4923.46,1352.22,1801.16,1585.09,1946.43,2803.44,3014.03,2847.17,2230.9,2171.91,2698.56,-27374.37,7336.4,2676.28,2669.1,2297.04,3179.55,2602.34,2617.04,4288.18,3964.94,5393.35,4314.67,17223.57,2401.89
7022,7022,Workers Comp - Office,,,,0.0,,0.0,,,,,,,,,0.82,,,,,,,,,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,-569.08,,,,,,,,,,,569.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025,7025,Benefits - Office,,,,,3.25,1590.17,774.21,901.96,898.21,820.21,862.46,-5850.47,859.21,855.96,855.96,855.96,526.42,622.49,4605.45,1008.22,1047.22,1047.22,1047.22,-13331.33,1047.22,1001.22,1047.22,1093.22,1092.6,1092.6,1092.6,1092.6,1092.6,1092.6,1092.6,-11837.08,1092.6,1092.6,1092.6,1092.6,1126.91,1186.7,1186.7,1126.91,1186.7,1186.7,1140.7,-12511.72,105.79,1080.91,1237.04,1186.7,1333.09,1214.97,1227.3,1214.97,1319.3,1331.63,1214.97,-12466.67,1168.97,1377.63,1196.97,1273.3,1369.24,1427.57,1369.24,1335.26,1369.24,1619.24,1369.24,-14875.9,1369.24,1310.91,1427.57,1369.24,1356.72,1415.05,1415.05,1473.38,1310.72,1869.38,1310.72,-15627.98,1310.72,1556.39,3149.81,2816.99,2137.08,2177.08,3120.31,2156.08,2156.08,2246.08,4111.16,-26937.78,2090.52,2090.52,2090.52,4117.21,201.0,2227.69,2227.69,2227.69,2116.69,2227.69,2338.69,-23955.91,2227.69,2227.69,2116.69,2338.69,2430.56,2319.56,2541.56,2430.56,2430.56,4549.12,312.0,-25924.68,201.0,4660.12,2430.56,2430.56,2591.71,4982.42,201.0,2591.71,4310.81,3310.26,3652.26,3481.26,
7028,7028,Bonus Expense - Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750.0,8750.0,8750.0,8750.0,8750.0,8750.0,8750.0,8750.0,8750.0,8750.0,8750.0,-96250.0,
7030,7030,401K/PSP - Office,,,,0.0,,13.94,-13.94,,,,,,,230.76,461.52,2615.02,461.52,463.22,478.43,250.67,12.21,6.24,7.12,-4986.71,47.91,8947.18,466.3,3.54,2.63,14.8,23.51,36.38,27.49,5.07,4.05,-9578.86,26.28,77.95,1384.98,50.72,5.42,2.13,5.11,4.96,6.6,10.89,6.41,-1581.45,604.14,921.63,1.29,1.54,27.85,19.83,19.72,20.72,19.39,20.73,26.41,-1683.25,1201.16,6.0,11.5,12.58,10.05,15.68,97.04,182.14,177.56,256.24,174.96,-2144.91,1376.76,163.75,130.16,204.7,152.63,100.33,130.55,167.91,151.0,193.01,93.5,-2864.3,762.56,1230.72,1242.32,761.65,608.57,749.41,1014.94,855.21,1055.98,932.9,857.99,-10072.25,2247.4,844.79,1058.66,1141.2,892.01,1345.66,1186.65,1179.76,1486.83,1163.3,1319.52,-13865.78,3018.56,1568.68,2061.8,1669.74,2076.14,1688.02,1694.31,2099.96,1494.89,1432.85,1780.81,-20585.76,3646.25,2191.0,2701.76,2379.86,3102.39,2512.86,2526.11,3361.56,2958.74,3859.04,3103.36,11594.29,850.13
7031,7031,PTO Expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2812.0,-7623.0,411.0,3318.82,0.0,
7035,7035,Employee benefit expenses,,,,,1365.0,0.0,,575.0,,,624.0,-2564.0,,525.0,,,525.0,,,525.0,,99.0,564.0,-2238.0,525.0,,,179.0,,0.58,523.82,,,99.0,525.0,-1852.4,,525.0,0.0,525.0,,360.0,525.0,0.0,,99.0,525.0,-2559.0,525.0,,2075.84,375.0,22.75,360.0,640.22,,,685.17,99.0,-4782.98,,,,706.73,217.0,375.0,768.95,,,806.02,99.0,-2972.7,869.52,,,909.37,,360.0,1252.38,,,977.88,,-4369.15,1609.64,,,1019.67,,420.0,,,,968.14,,-4017.45,1365.63,,28.0,1097.22,26.0,,1296.07,0.0,,1356.56,,-5169.48,1596.19,,,1413.55,,,1471.85,,,1549.96,,-6031.55,1719.69,42.25,,1647.25,,100.0,1904.89,50.0,50.0,1999.52,4199.7,50.0,
7040,7040,Advertising and Marketing,,,569.0,2194.0,5349.86,110.0,205.68,4181.66,7644.19,10157.96,,-30412.35,75.0,220.22,450.0,75.0,-4.57,691.77,10000.0,3066.55,478.18,10000.0,9100.0,-34152.15,50.32,25.5,332.44,25012.0,,2685.0,733.88,2645.0,1019.87,983.86,12504.0,-45991.87,251.85,154.03,75.0,198.92,,193.48,33500.0,550.0,,17900.0,9500.0,-62323.28,,450.0,2475.69,30261.6,,1558.0,,20325.15,1000.0,3007.63,6568.98,-65647.05,375.0,459.32,75.0,500.0,,1000.0,,240.0,35000.0,8546.43,312.38,-46508.13,10120.0,132.0,818.0,120.0,50.79,1040.92,9058.98,,286.67,72.98,5296.91,-26997.25,50.65,9290.0,1017.3,,30000.0,418.9,450.43,13625.49,330.0,40899.94,5298.05,-101380.76,19542.25,240.0,612.33,234.62,,56465.93,2530.0,5015.04,75030.0,15703.61,7361.38,-182735.16,5760.79,1880.0,3276.19,61150.75,2586.71,4097.28,16891.88,7117.12,52364.08,24389.32,16195.71,-195709.83,9890.22,15511.35,25254.16,12662.18,5677.03,8582.03,10582.03,12582.03,14857.06,33074.88,19589.96,16456.96,
7045,7045,Recruiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.0,2730.0,6207.23,3571.31,1231.5,724.78,4559.95,81568.61,1926.67,5866.6,5175.76,24316.65,
7050,7050,Postage and Mailing,,132.0,36.11,18.11,,,,49.0,,9.99,15.99,-261.2,15.99,15.99,163.89,15.99,15.99,40.99,31.92,63.99,15.99,150.98,,-531.72,62.74,54.09,181.99,15.99,15.99,15.99,99.75,4.99,4.99,4.99,102.99,-564.5,-144.81,12.89,286.99,1.89,14.99,114.99,133.77,4.99,103.78,35.3,104.99,-669.77,8.32,34.99,183.34,-8.91,25.95,46.19,31.61,14.99,114.99,14.99,107.49,-573.95,14.99,112.09,4.99,34.99,133.24,4.99,162.27,4.99,4.99,4.99,10.74,-493.27,155.7,17.99,14.99,153.19,14.99,4.99,14.99,138.6,4.99,134.54,4.99,-659.96,137.6,14.99,24.99,113.18,126.45,16.99,127.09,23.53,152.09,37.66,4.99,-779.56,83.25,32.19,170.75,4.99,133.19,25.72,4.99,139.29,141.49,41.99,4.99,-782.84,4.99,-1.97,264.53,6.64,193.34,3.12,154.5,322.6,40.08,159.12,63.79,-1210.74,616.13,225.34,321.81,153.93,471.38,94.15,353.96,10.99,215.47,21.47,205.29,31.63,
7060,7060,Office expenses,3.47,259.42,9592.79,377.13,298.18,559.51,154.64,186.16,206.1,1022.62,1682.46,-14342.48,2590.0,2248.31,1072.61,683.16,314.79,375.54,367.47,2332.84,2060.82,549.18,313.57,-12908.29,6930.86,433.75,266.76,1792.1,833.05,500.67,1376.58,2442.39,525.23,898.72,630.62,-16630.73,9097.71,1263.06,936.97,600.99,604.72,1849.65,4288.92,5661.91,935.21,883.59,1102.31,-27225.04,726.53,442.81,651.35,1416.7,9588.3,460.68,1699.91,7393.26,407.35,943.31,861.45,-24591.65,1670.93,820.53,450.73,1678.39,397.83,305.15,774.6,537.02,1005.37,561.74,774.31,-8976.6,687.59,428.18,1269.05,1749.54,605.87,832.65,2388.44,1580.55,224.9,835.71,-3192.75,-7409.73,10071.69,1997.92,1211.71,1661.56,11242.74,3647.58,7577.85,3861.08,3314.88,5143.94,3945.09,-53676.04,9206.13,1721.14,3559.85,2886.59,5015.64,3192.56,6593.46,2393.7,6836.05,3675.76,16523.69,-61604.57,7285.29,3712.89,2634.62,3761.97,3420.04,4338.34,22325.01,6244.18,13882.72,10885.24,9670.52,-88160.82,15846.74,8686.38,2918.07,10712.18,4285.44,4587.41,4522.71,5676.66,15394.81,7065.03,6173.84,5735.1,
7070,7070,Meetings expense,,58.07,60.98,37.55,652.96,,,128.03,,201.09,,-1138.68,5099.01,68.61,208.72,98.38,101.0,123.88,50.91,318.27,1141.25,658.42,930.42,-8798.87,130.69,539.31,192.27,254.17,295.22,139.71,447.36,734.36,502.91,1028.07,2601.37,-6865.44,358.21,279.41,,,24.9,,,,15.34,,,-677.86,,,23.5,,,,,,,,,-23.5,59.08,,,72.0,,,91.0,84.0,96.0,,120.0,-522.08,,,,,,,,32.2,,,,-32.2,,,,8.38,,,,,,412.41,154.01,-574.8,2762.54,257.77,488.47,435.82,143.23,182.47,225.0,522.6,225.0,225.0,,-5467.9,504.83,267.35,137.22,274.44,142.79,170.67,,2875.0,166.41,2056.84,545.1,-7140.65,42242.1,1667.69,12261.28,5147.48,323.83,523.8,2436.37,306.0,136.34,1604.6,277.46,,
7080,7080,Meals (50%),,,,2915.22,59.11,34.27,332.75,,20.14,121.66,,-3483.15,,313.14,142.13,105.86,80.24,409.0,332.91,,,151.0,60.64,-1594.92,,223.0,294.0,53.4,250.0,380.0,,385.0,664.0,36.3,241.47,-2527.17,306.22,1257.32,1710.31,537.9,1397.88,1294.71,716.46,599.57,1011.73,2107.75,814.05,-11753.9,1349.5,1202.42,2775.75,2169.96,1000.38,989.65,1964.16,1476.78,1763.35,782.29,2044.34,-17518.58,1697.63,1126.66,209.68,225.35,,787.14,713.32,447.56,1219.36,661.65,482.37,-7570.72,355.09,813.65,893.67,816.63,632.57,1226.6,1178.87,1283.57,1234.62,1052.15,967.65,-10455.07,821.64,203.99,772.75,1098.39,774.66,1158.82,1175.44,1266.59,1457.37,1345.15,1585.1,-11659.9,1864.68,1906.77,4519.43,2210.64,1850.48,1028.4,1409.33,2265.68,5320.73,1425.97,2467.54,-26269.65,1140.93,1555.4,3025.43,1739.2,2424.06,2227.74,1983.76,2603.51,1739.85,3807.58,1999.72,-24247.18,4135.23,2209.98,4233.27,2462.45,4490.64,4751.51,4771.88,4507.53,2883.98,7673.16,5624.33,1252.34,
7082,7082,Entertainment (non-ded),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5694.2,,,10040.0,,23170.0,,,5496.0,-44400.2,5179.94,,410.0,10000.0,-410.0,,9980.0,,,,,-25159.94,,,,2816.7,10000.0,,1100.0,336.75,730.43,2816.7,,-17800.58,,,7076.76,12951.0,10000.0,,,1136.62,,,7670.12,-38834.5,,,128.13,12341.45,1315.0,3000.0,,7554.0,,641.97,,-24980.55,,,,11000.0,4.48,,,,,14375.0,,-25379.48,-6129.0,,,,11000.0,,,,,,3.35,,
7085,7085,Rent expense,,,,,,,,,,,1500.0,-1500.0,1500.0,1500.0,1500.0,1500.0,3000.0,,1500.0,1693.52,2861.48,,1500.0,-16555.0,1500.0,1500.0,3957.5,11957.5,5957.5,9915.0,2000.0,9915.0,2000.0,5957.5,9915.0,-64575.0,5957.5,2000.0,2000.0,2000.0,2000.0,7915.8,7915.8,2000.0,7915.8,7915.8,7915.8,-55536.5,7915.8,7915.8,7915.8,7915.8,21915.8,6093.27,6093.27,6093.27,6093.27,6093.27,6093.27,-90138.62,30093.27,6093.27,6093.27,6093.27,6093.27,6276.07,6276.07,6276.07,6276.07,6276.07,6276.07,-92122.77,30276.07,6276.07,6276.07,6276.07,6276.07,6276.07,6276.07,6276.07,6276.07,6276.07,6276.07,-93036.77,5915.8,3556.44,,,,,,39000.0,,15000.0,15000.0,-78472.24,15000.0,15000.0,66000.0,,,6000.0,57000.0,,,63000.0,,-222000.0,60000.0,,,60000.0,,,60000.0,,,60000.0,,-240000.0,63600.0,,63600.0,,,,63600.0,,,63600.0,,,
7090,7090,Utilities,,,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,-675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.01,-152.01,,,,336.1,,,,,,,,905.9,1371.01,155.04,-2768.05,1214.57,653.55,1049.16,58.32,1358.66,724.37,729.8,1025.5,974.26,953.34,950.7,-9983.23,1063.16,1210.18,994.46,1151.77,1033.33,1096.9,1049.29,1236.0,1059.8,1082.0,1366.85,-12343.74,1664.15,1411.86,1388.8,1076.79,946.83,1014.23,1044.48,1124.19,1423.05,1383.91,1327.93,1112.79,
7092,7092,Security alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,408.0,,,-615.0,40.0,,,408.0,,,408.0,130.0,,408.0,16.49,-1410.49,408.0,1204.0,,408.0,,,408.0,,344.32,408.0,18.0,-3198.32,408.0,,,408.0,,,408.0,,,408.0,16.5,,
7095,7095,Janitorial service,,,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,25.0,15.0,25.0,10.0,-215.0,20.0,30.0,25.0,,30.0,50.0,60.0,45.0,40.0,45.0,60.0,-405.0,70.0,60.0,60.0,265.0,,,60.0,,75.0,60.0,60.0,-710.0,45.0,60.0,60.0,45.0,75.0,75.0,60.0,75.0,30.0,,75.0,-600.0,,75.0,15.0,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,575.0,,2250.0,,2125.0,,-4950.0,1000.0,1125.0,875.0,2125.0,1125.0,1125.0,500.0,500.0,,1350.0,600.0,-10325.0,600.0,,,2430.0,690.0,1150.0,920.0,1150.0,920.0,,,-7860.0,1850.0,1340.0,1340.0,1200.0,1850.0,1480.0,1480.0,1710.0,1480.0,1710.0,1340.0,,
7100,7100,Legal and Accounting,,3233.38,534.89,,3482.5,260.0,175.0,,,,,-7685.77,2880.0,5343.0,,1353.5,-393.0,,187.5,,,190.0,,-9561.0,150.0,3760.0,,,,,,,,,-1000.0,-2910.0,,,2265.0,2000.0,,,,2000.0,2350.0,22.0,3075.75,-11712.75,,-5981.61,2495.0,21.1,294.0,6000.0,,,3550.0,110.58,,-6489.07,,7875.0,,,,,,,,,,-7875.0,,8087.0,,,,,455.0,1625.0,910.0,,39.99,-11116.99,1040.0,,3193.0,3500.0,,,,,,,,-7733.0,,0.0,3753.92,2700.0,4000.0,2000.0,3600.0,2000.0,3787.5,,,-21841.42,15000.0,,15584.0,6825.0,975.0,8762.5,,,812.5,16130.0,650.0,-64739.0,5000.0,15162.5,15700.0,1250.0,,10412.5,,,,10000.0,500.0,500.0,
7110,7110,Taxes and Licenses,,300.0,255.0,681.0,,151.0,378.25,63.0,,,243.8,-2072.05,,,,,151.0,600.0,,46.0,285.0,66.0,150.25,-1298.25,180.0,360.0,,,403.0,,,,,153.35,176.0,-1272.35,154.0,44.0,400.0,4.25,607.0,145.6,,,78.0,,589.8,-2022.65,,509.0,137.5,,134.32,134.0,840.0,49.0,330.25,145.0,165.8,-2444.87,,47.78,,103.0,305.95,464.0,134.0,79.0,,175.99,91.45,-1401.17,,675.0,,,305.95,,2356.35,135.0,,502.9,253.0,-4228.2,25.0,412.63,,400.0,310.53,,53.43,81.0,104.0,72.0,529.89,-1988.48,25.0,-94.0,720.93,,,399.47,,186.0,,,745.4,-1982.8,368.69,,,,322.87,1345.0,1956.83,453.0,33.0,,1557.3,-6036.69,328.34,308.97,820.67,470.0,328.62,474.0,2446.25,50.22,60.0,1028.65,498.79,676.97,
7120,7120,Information technology,,3959.98,2557.16,778.44,1540.21,1110.16,810.16,870.15,755.79,1439.53,915.71,-14737.29,1191.38,2862.72,2822.59,1555.15,1152.1,3342.83,1650.2,5199.96,4722.97,2049.78,4475.17,-31024.85,2151.67,5302.19,2341.58,1669.9,6923.7,2427.6,2563.47,3757.93,2986.58,3355.13,2453.02,-35932.77,7394.21,2958.92,5414.84,2750.66,4819.13,4195.89,3051.23,4936.98,2504.2,5954.2,3535.78,-47516.04,3161.04,4807.01,5700.41,3346.41,4468.51,3305.48,5829.16,6444.92,3231.56,6999.2,4670.26,-51963.96,6016.59,3732.73,5733.54,7221.21,6277.53,818.81,3391.71,3654.91,3746.79,5387.85,5959.54,-51941.21,4491.39,5120.08,4233.33,4194.99,5098.16,3986.27,5175.54,9244.86,530.16,8486.44,4989.36,-55550.58,6740.77,4796.51,4758.96,17087.75,11718.39,5069.44,5237.63,9162.46,6875.64,6236.7,6601.82,-84286.07,12554.37,7499.27,8992.28,9478.32,8410.44,6705.72,7350.91,5477.27,11692.84,5389.92,7792.98,-91344.32,15319.08,6816.52,11470.06,8852.94,16519.93,12351.86,12245.57,13703.34,14420.33,9590.82,11843.7,-133134.15,11024.67,15410.16,35558.69,23134.46,21592.94,16639.94,32658.03,29881.0,21096.37,28592.6,19160.53,15392.74,
7130,7130,Telephone expenses,0.0,522.86,590.86,908.56,570.08,808.49,846.82,647.85,773.97,863.36,380.59,-6913.44,1273.79,1346.33,876.57,831.72,841.72,847.1,784.07,871.53,881.53,1417.08,1464.02,-11435.46,867.79,936.29,863.62,1468.59,986.12,917.2,993.69,810.14,1103.57,1896.76,809.25,-11653.02,1243.29,1222.07,1269.12,1626.54,1496.72,1452.67,1268.04,1300.02,1289.06,1244.21,1390.54,-14802.28,2016.47,1159.45,1138.02,1748.9,1388.97,1105.15,1107.31,1394.1,1473.69,1302.57,898.56,-14733.19,1346.3,2254.12,1510.78,1163.6,1647.8,909.4,1244.52,1646.54,1160.66,1522.25,1155.03,-15561.0,1023.96,1188.86,1176.67,1383.85,672.87,2253.16,1219.89,1288.95,1711.48,2050.44,1319.89,-15290.02,1282.82,1298.59,1302.67,1445.31,2194.27,1491.75,1007.39,2177.5,1791.82,2793.63,1587.11,-18372.86,1457.25,1498.05,3641.69,1544.39,1760.41,1754.21,3055.03,1481.24,1547.06,1471.1,1441.34,-20651.77,1462.38,1781.98,1227.17,1145.85,1282.97,1789.34,1315.7,1493.03,1672.6,1919.77,1746.77,-16837.56,1934.8,1697.4,1577.38,2078.03,1773.19,13747.16,935.66,465.77,950.68,1157.84,1137.94,324.0,81.0
7140,7140,Insurance expense,,,3897.01,5839.1,4823.88,4809.8,5422.62,5734.72,5434.52,5776.3,5777.29,-47515.24,5686.81,5686.71,12303.54,12011.99,12011.99,11959.49,11959.49,11292.41,11651.13,11651.13,11651.13,-117865.82,11651.16,11651.16,15652.55,15528.68,15815.88,14557.38,14557.38,14557.38,-45155.07,9441.23,9238.23,-87495.96,9293.2,9918.19,12718.08,12568.08,12367.48,11966.28,12181.53,12486.67,12887.87,12687.67,12738.98,-131814.03,3617.19,13127.19,9971.17,9971.17,9971.17,102643.17,9971.17,10216.74,10216.74,10216.74,10216.74,-200139.19,10481.83,10481.78,12033.33,12183.33,39199.46,,12138.23,12138.23,12138.23,12138.23,12138.23,-145070.88,12236.25,12236.25,5470.03,11286.53,11578.0,9651.7,12155.7,11530.7,11530.7,11530.7,11530.7,-120737.26,11530.76,11530.76,14530.54,14043.04,14043.04,14043.04,14043.04,14043.04,14043.04,14043.04,14043.04,-149936.38,14428.91,14428.91,19504.38,19816.88,19504.38,71274.78,19504.38,19504.38,20129.38,19504.38,19504.38,-257105.14,19118.55,19118.57,22073.71,21761.21,68168.85,21761.21,21761.21,21761.21,21761.21,21761.21,21764.21,-280811.15,21761.21,21914.29,26940.09,26627.59,65406.63,41627.59,26627.59,26627.59,47509.17,32509.17,47509.17,4938.18,
7145,7145,Officer life insurance,,,,,,,,,,,,,,,,,,80.36,33.93,80.36,80.36,80.36,80.36,-435.73,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,-883.96,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,-883.96,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,-883.96,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,-883.96,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,-883.96,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,309.54,309.54,-1342.32,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,-2894.21,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,-2894.21,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,263.11,
7150,7150,Education expense,,,16.04,,,,5.0,,,549.88,,-570.92,795.0,,,,,,,,,,,-795.0,,1294.0,,,,340.0,,,,,,-1634.0,,,,,1805.0,,,,,,,-1805.0,,,,21.0,,,,,,,,-21.0,,662.28,85.79,,,,16.79,170.5,16.79,,,-952.15,,,11.5,,33.58,16.79,996.25,16.79,,16.79,,-1091.7,570.86,3815.0,1565.0,1565.0,1565.0,2172.08,1565.0,2350.95,4670.0,1645.0,1645.0,-23128.89,2107.95,2145.0,2379.74,3005.34,1870.0,1645.0,2019.99,1645.0,2830.0,2021.94,1730.0,-23399.96,2379.0,2065.8,2641.32,1730.0,1730.0,2029.95,1857.79,1825.0,1881.91,2618.09,1795.0,-22553.86,1795.0,1795.0,2185.0,51195.0,6794.69,1795.0,17612.96,2339.0,2245.0,1855.0,,1855.0,
7160,7160,Interest expense,,,,247.79,221.08,194.17,323.36,234.45,202.52,168.85,139.46,-1731.68,6.0,,1988.73,,,,,,-262.93,,,-1731.8,,,,,,,127.78,255.56,,,,-383.34,,,,83.33,,,,,,,,-83.33,,815.0,,,,,,,0.22,,,-815.22,,,,,,,,,,,,,,,,,,,4.26,,,,,-4.26,,,,,,,,,,,,,,,,,,,1104.82,,,0.0,,-1104.82,10.22,,,,,,,10541.52,,,,-10551.74,,,,,,,,,,,,,
7170,7170,Equipment leasing,,,,454.58,418.0,418.0,418.0,418.0,418.0,418.0,418.0,-3380.58,418.0,418.0,418.0,418.0,542.62,418.0,418.0,418.0,418.0,418.0,418.0,-4722.62,418.0,418.0,418.0,418.0,738.54,418.0,418.0,418.0,418.0,418.0,418.0,-4918.54,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,,836.0,-4598.0,418.0,418.0,418.0,220.0,357.45,220.0,220.0,220.0,220.0,220.0,493.81,-3425.26,220.0,220.0,220.0,220.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,-2210.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,620.59,-240.59,190.0,479.77,-2379.77,190.0,471.1,190.0,224.57,140.0,140.0,140.0,578.0,578.0,578.0,578.0,-3807.67,1917.45,578.0,578.0,578.0,578.0,578.0,,1156.0,578.0,578.0,578.0,-7697.45,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,864.89,578.0,578.0,-6644.89,578.0,578.0,578.0,578.0,578.0,651.65,578.0,578.0,578.0,578.0,578.0,,
